image_id,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE-1,ROUGE-2,ROUGE-L,METEOR,BERTScore,CLIPScore,RefCLIPScore,CIDEr,Distinct-1,Distinct-2
0,0.47619047619047616,0.24450482346091287,0.06494903104988997,0.034350941894043904,0.4615384615384615,0.2702702702702703,0.3870967741935483,0.4222525183670378,0.6181842684745789,33.4418922662735,80.39743900299072,0.14607823954061458,0.26865671641791045,0.3875968992248062
1,0.4444444444444444,0.1849000654084097,0.051673283887868994,0.02747455834215352,0.38095238095238093,0.13043478260869562,0.3333333333333333,0.4396952479338843,0.4484012722969055,34.57387387752533,81.19096159934998,0.012363803853416733,0.37735849056603776,0.7077922077922078
2,0.5172413793103449,0.4077452116646718,0.2312692235206123,0.1075031860795166,0.5238095238095238,0.3,0.47619047619047616,0.6469760900140646,0.6095483899116516,28.678417205810547,77.63831615447998,0.014382788429018183,0.3054393305439331,0.5470085470085471
3,0.4,0.16609095970747992,0.046328347332980885,0.024577774110849788,0.3913043478260869,0.1,0.3404255319148936,0.4508928571428572,0.45149603486061096,30.507218837738037,83.16488265991211,0.04718004607761429,0.32653061224489793,0.5211267605633803
4,0.30769230769230765,0.12725695259515554,0.07612139131881064,0.03320585776558893,0.3548387096774194,0.13333333333333333,0.24390243902439027,0.308495145631068,0.4177680015563965,25.33440589904785,80.44296503067017,0.06005076294086445,0.4175257731958763,0.6772486772486772
5,0.3478260869565218,0.2177862025921883,0.14174133226033842,0.10976824366726923,0.4571428571428571,0.23076923076923073,0.4571428571428571,0.43887930251566615,0.40695878863334656,34.9993109703064,87.38517761230469,0.010152193203008725,0.3237704918032787,0.5564853556485355
6,0.5454545454545454,0.39477101697586137,0.25013009235005157,0.09516652907947483,0.4848484848484849,0.25,0.3636363636363636,0.6320224719101124,0.5328380465507507,30.870291590690613,90.66036343574524,0.1912794211502788,0.30656934306569344,0.4015151515151515
7,0.41935483870967744,0.26437184630417737,0.16922315241434974,0.06441338072560121,0.41860465116279066,0.17647058823529413,0.32558139534883723,0.41802832244008714,0.4465358555316925,35.2622926235199,66.73842668533325,0.08518268231134396,0.3655913978494624,0.6077348066298343
8,0.6363636363636364,0.48850421045919723,0.35915938369259093,0.260694305537659,0.5517241379310345,0.33962264150943394,0.5245901639344263,0.57193776745202,0.4706462323665619,32.94323980808258,81.273353099823,0.3284732219030466,0.20707070707070707,0.32124352331606215
9,0.5789473684210527,0.4646561398437553,0.384168381460007,0.29695406519251194,0.6060606060606061,0.43478260869565216,0.6060606060606061,0.6196111580726966,0.608887255191803,34.672099351882935,91.91310405731201,0.7365264179269302,0.3888888888888889,0.6611570247933884
10,0.5,0.39009474880274697,0.2404005877988588,0.09548024812323944,0.6666666666666665,0.3673469387755102,0.5333333333333332,0.583036737648549,0.4570074677467346,31.9979727268219,82.23677277565002,0.0676048190909154,0.29523809523809524,0.5170731707317073
11,0.5666666666666667,0.29250896965085227,0.1751768630508552,0.0644464760356641,0.425531914893617,0.125,0.3404255319148936,0.47108208955223885,0.4207010269165039,36.30683124065399,81.6765308380127,0.07710885443814947,0.3333333333333333,0.55
