image_id,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE-1,ROUGE-2,ROUGE-L,METEOR,BERTScore,CLIPScore,RefCLIPScore,CIDEr,Distinct-1,Distinct-2
0,1.0,0.7977240352174656,0.6366526692301233,0.4876836638685217,0.6666666666666666,0.4210526315789474,0.6666666666666666,0.5686936936936937,0.7577665448188782,35.687923431396484,92.50092506408691,1.4609017581404948,0.29577464788732394,0.4696969696969697
1,0.7272727272727273,0.3605147093430547,0.25933684865006573,0.12731933764073725,0.5,0.21052631578947364,0.47619047619047616,0.45510204081632655,0.6076822876930237,37.789568305015564,81.2799870967865,0.5688640927431912,0.45098039215686275,0.6956521739130435
2,0.7222222222222222,0.5453307445166031,0.4101301933865399,0.34606432547346117,0.6956521739130435,0.4761904761904762,0.6956521739130435,0.5727251838235293,0.799226701259613,30.37082552909851,93.86416673660278,0.9909187734194823,0.5189873417721519,0.8513513513513513
3,0.8333333333333334,0.6154574548966637,0.42678643044649345,0.17033186037639284,0.64,0.34782608695652173,0.64,0.6233062330623306,0.6736324429512024,31.959182024002075,86.39721870422363,0.8521890490981733,0.31666666666666665,0.4727272727272727
4,0.6666666666666666,0.32839478871459266,0.1920710608758185,0.0818738697906646,0.41025641025641024,0.12903225806451615,0.375,0.3357712765957447,0.41451433300971985,26.17483139038086,80.47324419021606,0.3220992891574105,0.43478260869565216,0.671875
5,0.8461538461538461,0.6504436355879909,0.5391859815249466,0.46350238641438496,0.6451612903225806,0.45454545454545453,0.5882352941176471,0.5991586538461539,0.6831377744674683,33.05177390575409,90.47170877456665,0.6378791697461348,0.47058823529411764,0.6984126984126984
6,0.875,0.7071067811865475,0.44042320075255215,0.20205155046766235,0.6666666666666665,0.37499999999999994,0.6666666666666665,0.625,0.6810060739517212,38.221606612205505,90.91691374778748,1.2316581019083799,0.4222222222222222,0.7058823529411765
7,0.7647058823529411,0.5355041604715625,0.2930359292549547,0.1299633699540968,0.5294117647058824,0.25,0.4705882352941177,0.40888888888888886,0.6038773059844971,25.793609023094177,80.23573160171509,0.4239372682131962,0.40384615384615385,0.723404255319149
8,0.5921653626850814,0.3779644730092272,0.314636248794599,0.26608125176434144,0.4878048780487805,0.27272727272727276,0.4390243902439024,0.4099025974025974,0.5520709156990051,32.60085582733154,70.52992582321167,0.42855234749950166,0.32978723404255317,0.5056179775280899
9,1.0,0.9428090415820634,0.8747619509674373,0.6606328636027614,0.6363636363636364,0.4,0.6363636363636364,0.5164292279411764,0.6391401886940002,34.29456055164337,93.44474077224731,0.9299286481482139,0.40816326530612246,0.6818181818181818
10,0.9166666666666666,0.7637626158259733,0.49214427857388476,0.33742407814301306,0.7826086956521738,0.380952380952381,0.6956521739130435,0.6856995884773662,0.6960377097129822,33.771124482154846,92.94862747192383,1.2780628612814147,0.2711864406779661,0.4444444444444444
11,0.8181818181818182,0.5195418601262433,0.38293964163374866,0.28735393225859474,0.4615384615384615,0.25,0.38461538461538464,0.40726130469720206,0.5794229507446289,31.099185347557068,81.94195628166199,0.46599072402445885,0.4583333333333333,0.746268656716418
12,0.8571428571428571,0.6793662204867574,0.5391859815249466,0.40896014720436774,0.5925925925925927,0.34782608695652173,0.56,0.6995884773662552,0.7693796157836914,35.01942157745361,85.06239056587219,1.366035343351488,0.32727272727272727,0.56
13,0.6153846153846154,0.4371212831160368,0.3463438424654171,0.1837868600016897,0.4800000000000001,0.3076923076923077,0.4800000000000001,0.7009345794392523,0.6593276262283325,27.331361174583435,87.24253177642822,0.49325326900465044,0.3939393939393939,0.639344262295082
14,1.0,0.8528028654224418,0.6050762736816366,0.39458812555917666,0.6956521739130435,0.4761904761904762,0.6956521739130435,0.6038032945736435,0.7629061341285706,32.46355354785919,85.9621524810791,0.8149335502671894,0.3,0.4222222222222222
15,0.75,0.42986347681054754,0.30537470703859965,0.24117803988461298,0.47619047619047616,0.2727272727272727,0.380952380952381,0.4082040620502158,0.6290369033813477,32.56056308746338,89.30341005325317,0.5481590693732987,0.47058823529411764,0.7936507936507936
16,0.9048374180359595,0.6744259917712666,0.37524155708125134,0.25376192011638,0.7058823529411765,0.5333333333333333,0.7058823529411765,0.5804493801652892,0.7469852566719055,35.917168855667114,93.41081380844116,0.9764405254167761,0.45454545454545453,0.7228915662650602
17,1.0,0.8864052604279183,0.7730184798706864,0.6389431042462725,0.761904761904762,0.5454545454545454,0.7500000000000001,0.6790983606557376,0.8573017120361328,36.63193881511688,96.87328934669495,2.0099760618830915,0.3230769230769231,0.5666666666666667
18,0.875,0.6831300510639732,0.5143157015215767,0.31823566221963034,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6302521008403362,0.6789467930793762,34.07542109489441,81.79017901420593,0.814384902882097,0.379746835443038,0.6351351351351351
19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9976851851851852,1.0,36.43157482147217,100.00001192092896,2.872999713107463,0.35294117647058826,0.5869565217391305
20,0.9166666666666666,0.8660254037844387,0.8084488919290385,0.7348889200874658,0.7692307692307692,0.6666666666666666,0.7692307692307692,0.7934426229508196,0.8486305475234985,35.770004987716675,94.99982595443726,2.4998759889471907,0.3125,0.5581395348837209
21,0.8571428571428571,0.7262730392025629,0.6065355199364347,0.44710186192584195,0.7857142857142856,0.5384615384615384,0.7857142857142856,0.7454289732770746,0.769065260887146,34.04296934604645,92.22522377967834,1.9461076884384672,0.36666666666666664,0.6181818181818182
22,0.9285714285714286,0.7559289460184545,0.6613898798842307,0.567740420976129,0.8461538461538461,0.6666666666666666,0.8461538461538461,0.8412698412698414,0.835304319858551,38.73334527015686,88.42698335647583,1.2276703922569605,0.3013698630136986,0.5441176470588235
23,1.0,0.7905694150420948,0.6474527302301627,0.5466325569645467,0.631578947368421,0.5,0.6153846153846153,0.5667811679127096,0.6638487577438354,35.24499237537384,91.09472036361694,0.7881667311990324,0.2830188679245283,0.4791666666666667
24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993141289437586,1.0,34.02746617794037,100.0,3.3134056934706595,0.39705882352941174,0.6349206349206349
25,0.7777777777777778,0.6236095644623236,0.4842838338767059,0.20744432576282615,0.5555555555555556,0.26666666666666666,0.5,0.5902048319327732,0.6882586479187012,35.79019010066986,85.4279637336731,0.44719527709200224,0.3709677419354839,0.6140350877192983
26,0.9428731438548749,0.8165520951244212,0.7244583048176856,0.6248304671739665,0.6666666666666666,0.4166666666666667,0.6666666666666666,0.7217890405024908,0.6668898463249207,32.414510846138,86.72488927841187,2.238081617820696,0.3253012048192771,0.5128205128205128
27,1.0,0.7071067811865476,0.5536178537956702,0.34172334076593075,0.8,0.5714285714285715,0.8,0.7309228039041704,0.8283512592315674,34.16953682899475,92.93804168701172,1.0123176842559416,0.42857142857142855,0.6756756756756757
28,1.0,0.9200444146293233,0.9200444146293233,0.8933479858156349,0.88,0.8695652173913044,0.88,0.8333333333333333,0.9387980699539185,33.41070115566254,98.8455057144165,2.001778190291307,0.3684210526315789,0.6153846153846154
29,0.9230769230769231,0.8320502943378437,0.7629946433171154,0.6850836912969523,0.7857142857142857,0.6153846153846153,0.7142857142857143,0.6777108433734941,0.7586261630058289,33.09032320976257,80.62339425086975,1.5913105074080232,0.3225806451612903,0.49122807017543857
30,1.0,0.8660254037844387,0.7560798445254402,0.6147881529512643,0.8571428571428571,0.8333333333333334,0.8571428571428571,0.8737244897959183,0.8028056621551514,32.13763236999512,91.14147424697876,1.6588341796158101,0.2926829268292683,0.5844155844155844
31,0.8181818181818182,0.7006490497453707,0.6050762736816366,0.5348259312838877,0.7,0.5263157894736842,0.6,0.5813754073057795,0.744954526424408,38.03600370883942,92.57774949073792,2.2599670740318247,0.4603174603174603,0.6724137931034483
32,1.0,1.0,1.0,0.9671682101338347,0.7826086956521738,0.6666666666666666,0.7826086956521738,0.7117914096147131,0.7357610464096069,35.14258563518524,93.03281307220459,2.555717490311621,0.2753623188405797,0.484375
33,0.7857142857142857,0.5659164584181103,0.43464705073785315,0.3557285018955928,0.7058823529411765,0.4210526315789474,0.7058823529411765,0.7211538461538461,0.7044776082038879,36.02423369884491,93.32417249679565,1.3396873325788365,0.4153846153846154,0.7
34,1.0,0.9198662110077999,0.8282642238247706,0.7677331684336531,0.787878787878788,0.6666666666666666,0.7826086956521738,0.7270072992700731,0.8809289932250977,38.34680914878845,95.61747312545776,2.839360407780891,0.26153846153846155,0.4166666666666667
35,1.0,1.0,0.956891413421564,0.8408964152537145,0.7142857142857143,0.588235294117647,0.7142857142857143,0.7602601480152501,0.8067511916160583,31.408202648162842,93.3270275592804,1.7080311721271169,0.39655172413793105,0.6226415094339622
36,0.7777777777777778,0.6202938178031638,0.4895955489498543,0.39046628144367307,0.7368421052631579,0.588235294117647,0.7368421052631579,0.7555879494655005,0.7024211287498474,29.213276505470276,87.54572868347168,0.5928943147146599,0.313953488372093,0.5185185185185185
37,0.9090909090909091,0.8944271909999159,0.7955364837549186,0.6803749333171202,0.6363636363636365,0.4444444444444444,0.5454545454545454,0.7278195488721805,0.8196648955345154,35.117846727371216,78.28977108001709,1.1057168259971741,0.3333333333333333,0.46153846153846156
38,0.875,0.7905694150420949,0.6812405754951913,0.5,0.8235294117647058,0.5333333333333333,0.7058823529411764,0.7009345794392523,0.7139451503753662,29.44507598876953,93.39940547943115,1.0133053536060985,0.32075471698113206,0.5625
39,0.7777777777777778,0.5400617248673217,0.2770515886947719,0.12278260149096121,0.6666666666666665,0.25,0.5555555555555556,0.5300453514739228,0.6484784483909607,41.202449798583984,79.76210117340088,0.45817569289338606,0.42857142857142855,0.7254901960784313
40,0.9166666666666666,0.7071067811865476,0.23958120463672142,0.10071037901219539,0.5882352941176471,0.3157894736842105,0.5882352941176471,0.5859375,0.6137040257453918,33.84023308753967,91.31137728691101,0.7439782894831426,0.4090909090909091,0.6721311475409836
41,0.9090909090909091,0.6582067953986983,0.5544523508248186,0.4026190971287384,0.6666666666666666,0.42105263157894735,0.6666666666666666,0.623125,0.5841489434242249,34.90336537361145,83.69758725166321,0.6684541257160106,0.42424242424242425,0.7377049180327869
42,0.75,0.48038446141526137,0.3511793901098903,0.2545093860020286,0.6086956521739131,0.28571428571428564,0.6086956521739131,0.6233632622521512,0.6652462482452393,32.1330726146698,82.1127712726593,0.28986498469461414,0.44,0.6714285714285714
43,0.8,0.43386561744690755,0.14381551699074424,0.08538430538527128,0.5,0.2857142857142857,0.5,0.4955555555555556,0.7484151721000671,32.98349380493164,92.45887994766235,0.3234481385780797,0.36923076923076925,0.7
44,0.5555555555555556,0.372677996249965,0.20063130302379137,0.08947853200770763,0.6470588235294117,0.25,0.47058823529411764,0.5773628048780488,0.48465123772621155,32.86619186401367,58.467769622802734,0.23357716895916064,0.375,0.5373134328358209
45,0.7,0.5175491695067657,0.45056562239902875,0.3655552228545123,0.5599999999999999,0.34782608695652173,0.48000000000000004,0.6555944055944055,0.6131728887557983,35.41640639305115,81.89313411712646,0.6923897094317819,0.4864864864864865,0.7536231884057971
