image_id,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE-1,ROUGE-2,ROUGE-L,METEOR,BERTScore,CLIPScore,RefCLIPScore,CIDEr,Distinct-1,Distinct-2
0,0.75,0.4522670168666454,0.2738375587139653,0.12278260149096121,0.5454545454545454,0.1904761904761905,0.5454545454545454,0.561875,0.7268747687339783,30.471041798591614,91.02561473846436,1.5845852017745665,0.3333333333333333,0.5342465753424658
1,0.6666666666666666,0.4879500364742666,0.418794362689512,0.36787632499277756,0.5925925925925926,0.4,0.5925925925925926,0.6229323308270678,0.710600733757019,32.78700113296509,93.41360330581665,0.593306679519882,0.5875,0.88
2,0.8,0.7108186533109109,0.6081274299332021,0.5305903666964891,0.6060606060606061,0.5161290322580646,0.6060606060606061,0.6875808174509473,0.7156883478164673,30.721944570541382,90.8833920955658,1.1622138011638863,0.4380952380952381,0.82
3,0.7894736842105263,0.6282808624375432,0.49034697195077365,0.39846811316275854,0.742857142857143,0.4848484848484848,0.6285714285714286,0.758670520231214,0.6733664870262146,30.095678567886353,89.2031192779541,0.6695203364588025,0.4090909090909091,0.6987951807228916
4,0.631578947368421,0.41885390829169555,0.27466110996204024,0.10802314890908067,0.5,0.2631578947368421,0.411764705882353,0.39635688986338335,0.5537872910499573,27.980011701583862,79.91917133331299,0.4574036482299793,0.4380952380952381,0.74
5,0.42857142857142855,0.31209389196617965,0.26942443313631925,0.23550061570724218,0.4705882352941177,0.31249999999999994,0.4705882352941177,0.41710758377425045,0.613644003868103,32.43314027786255,88.74555826187134,0.1227781865049443,0.4444444444444444,0.7946428571428571
6,0.38461538461538464,0.20851441405707477,0.05841412529877817,0.03114637779265809,0.4666666666666667,0.17142857142857143,0.3225806451612903,0.508764541769753,0.5635172128677368,33.15696716308594,87.15119361877441,0.20427283593314333,0.3828125,0.6666666666666666
7,0.5416666666666666,0.40602348757648016,0.2649188602793784,0.21711852081087685,0.5714285714285715,0.35,0.5714285714285715,0.611490158193455,0.5738503932952881,27.10457742214203,73.88754487037659,0.18399244513735385,0.3656716417910448,0.6744186046511628
8,0.8,0.6324555320336759,0.5453472600983219,0.4605329793777294,0.5294117647058824,0.37499999999999994,0.5294117647058824,0.4291931169401525,0.6240605115890503,32.309454679489136,77.77387499809265,0.4678612062164081,0.48148148148148145,0.8026315789473685
9,0.8571428571428571,0.5239368319955838,0.325320028422838,0.12298273679484654,0.5714285714285714,0.33333333333333337,0.5,0.4970472440944882,0.5437811613082886,34.01608467102051,86.94924116134644,0.6063465703981181,0.4375,0.72
10,0.8666666666666667,0.609449400220044,0.30607322616161314,0.20645549554425374,0.6666666666666665,0.29411764705882354,0.5714285714285715,0.6582716049382716,0.6764651536941528,32.23593235015869,86.68743968009949,1.0784611589909556,0.3181818181818182,0.6024096385542169
11,0.6923076923076923,0.4696682183138622,0.38927858161271295,0.30277029197532096,0.4375,0.26666666666666666,0.37500000000000006,0.3713235294117647,0.5001755356788635,34.51471030712128,83.97543430328369,0.40466701057805093,0.4883720930232558,0.7530864197530864
12,0.7272727272727273,0.5557189302262113,0.46902088238392386,0.41412387656655203,0.6451612903225806,0.4827586206896552,0.6451612903225806,0.7016690973910226,0.7524147629737854,37.116408348083496,84.10752415657043,1.30840088267424,0.3950617283950617,0.75
13,0.5333333333333333,0.3903600291794132,0.2274954847294204,0.09941490945601678,0.5833333333333334,0.36363636363636365,0.5,0.5955188679245284,0.66346275806427,29.18533682823181,84.99457836151123,0.4802519104708813,0.3717948717948718,0.589041095890411
14,0.8947368421052632,0.7394481900248281,0.6086543330933515,0.4532799119298723,0.6285714285714286,0.38709677419354843,0.5454545454545455,0.5515587529976019,0.7497684955596924,30.394867062568665,85.28174757957458,0.945947472148597,0.36538461538461536,0.7070707070707071
15,0.5454545454545454,0.2665569949915916,0.07354792958279849,0.03903594390682205,0.4313725490196078,0.14285714285714288,0.3225806451612903,0.43698395388689826,0.6086301207542419,29.845809936523438,84.85896587371826,0.25974382514600125,0.3484848484848485,0.6299212598425197
16,0.7,0.557773351022717,0.4889824598467976,0.35930411196308415,0.5,0.3333333333333333,0.5,0.5113636363636364,0.6996064186096191,34.39013957977295,89.2518699169159,0.9497269374720982,0.4823529411764706,0.8125
17,0.8571428571428571,0.5773502691896257,0.5045828637997514,0.42311785416105785,0.6923076923076924,0.41666666666666663,0.6923076923076924,0.6497175141242939,0.7656869292259216,35.62581241130829,95.29982805252075,1.3728365150376007,0.34523809523809523,0.6329113924050633
