image_id,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE-1,ROUGE-2,ROUGE-L,METEOR,BERTScore,CLIPScore,RefCLIPScore,CIDEr,Distinct-1,Distinct-2
0,0.9230769230769231,0.6201736729460423,0.3306733605794187,0.1367440667823257,0.7,0.2222222222222222,0.6,0.6215431415929203,0.7439646124839783,30.623477697372437,94.24498677253723,0.8241413204446707,0.34328358208955223,0.5161290322580645
1,0.7272727272727273,0.5393598899705937,0.32221064080838396,0.141777136045218,0.6250000000000001,0.3529411764705882,0.6250000000000001,0.5060506050605059,0.46953800320625305,34.21596586704254,89.69764709472656,0.778689306125441,0.43283582089552236,0.7096774193548387
2,0.75,0.5916079783099616,0.4253732906611973,0.27560016787236363,0.6666666666666667,0.4210526315789474,0.6666666666666667,0.5794644409667885,0.6334330439567566,27.551758289337158,92.57549047470093,1.1472391935355275,0.4,0.575
3,0.6923076923076923,0.5883484054145521,0.4717617583070157,0.36684984164094486,0.7500000000000001,0.5454545454545454,0.7500000000000001,0.770703125,0.6059316396713257,32.183751463890076,88.04459571838379,0.9173868152386804,0.4444444444444444,0.7014925373134329
4,0.6153846153846154,0.3922322702763681,0.24438750983770688,0.10874855364455038,0.4117647058823529,0.20689655172413796,0.39999999999999997,0.3357712765957447,0.37771308422088623,28.440216183662415,77.327960729599,0.24142058750640596,0.3793103448275862,0.6463414634146342
5,0.75,0.5838742081211423,0.3279221345263468,0.13950796967929135,0.6153846153846153,0.23529411764705882,0.6,0.5289115646258503,0.5337870121002197,31.807392835617065,88.05077075958252,0.8198707867181918,0.42105263157894735,0.676056338028169
6,0.6640732482052818,0.42650876612332295,0.2550016379036405,0.11530568323789493,0.6666666666666666,0.37499999999999994,0.6666666666666666,0.6696428571428572,0.5431839227676392,38.51439356803894,89.7221565246582,0.933193080536201,0.4307692307692308,0.6833333333333333
7,0.6,0.3223291856101521,0.17625354381675143,0.07231092487418496,0.5,0.2608695652173913,0.43750000000000006,0.3931623931623932,0.39520588517189026,25.718441605567932,74.52847957611084,0.1497090408618294,0.3523809523809524,0.61
8,0.7,0.4913036844405175,0.3762866202000736,0.2753358028987337,0.64,0.3333333333333333,0.6,0.5168350168350169,0.4561302065849304,29.203981161117554,79.9985408782959,0.8025482274208372,0.42857142857142855,0.6944444444444444
9,0.8333333333333334,0.5840211804485981,0.47311771844160133,0.39235422094246053,0.631578947368421,0.2777777777777778,0.5263157894736842,0.406306200641176,0.4407358765602112,34.79864299297333,91.72157049179077,0.38477348775014913,0.4411764705882353,0.6507936507936508
